S No,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome ,CoapplicantIncome ,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1752,Male,Yes,2,Graduate,No,512000,500000,1000000,4,1,Rural,N
1753,Female,No,3,Graduate,No,729000,200000,700000,6,1,Urban,Y
1754,Female,Yes,1,Not Graduate,No,738000,0,400000,5,1,#VALUE!,Y
1755,Female,Yes,1,Graduate,No,847000,0,1000000,3,0,Rural,Y
1756,Male,Yes,3,Graduate,No,849000,400000,900000,2,1,Rural,N
1757,Female,Yes,1,Not Graduate,No,260000,100000,200000,10,1,Urban,Y
1758,Male,No,2,Not Graduate,No,509000,200000,400000,2,1,Urban,Y
1759,Female,No,0,Graduate,No,377000,200000,200000,4,1,Rural,Y
1760,Male,No,2,Graduate,No,336000,500000,400000,4,1,Urban,Y
1761,Male,Yes,2,Not Graduate,No,663000,300000,900000,7,1,Semi-Rural,Y
1762,Female,No,1,Graduate,No,285000,200000,800000,6,1,Semi-Rural,N
1763,Male,No,1,Graduate,No,916000,400000,600000,7,1,Rural,Y
1764,Female,No,1,Not Graduate,No,559000,100000,500000,5,1,Rural,Y
1765,Female,No,0,Not Graduate,No,295000,200000,500000,4,1,Urban,N
1766,Female,Yes,1,Graduate,No,750000,100000,700000,5,1,Rural,Y
1767,Male,No,0,Not Graduate,No,713000,400000,100000,5,1,Urban,Y
1768,Female,No,0,Not Graduate,No,621000,400000,1000000,8,1,Rural,Y
1769,Male,No,0,Graduate,No,974000,100000,1000000,3,1,Rural,Y
1770,Female,Yes,1,Not Graduate,Yes,396000,300000,700000,9,1,Rural,Y
1771,Female,Yes,2,Not Graduate,No,529000,0,800000,3,0,Rural,N
1772,Male,No,0,Graduate,No,933000,100000,600000,6,1,Urban,Y
1773,Male,No,0,Not Graduate,No,908000,100000,700000,5,1,Rural,Y
1774,Female,No,1,Graduate,No,267000,400000,200000,4,1,Rural,Y
1775,Male,Yes,2,Not Graduate,No,536000,100000,800000,10,1,Rural,Y
1776,Female,No,3,Not Graduate,Yes,561000,200000,600000,8,1,Rural,Y
1777,Male,No,1,Not Graduate,No,404000,200000,700000,3,1,#VALUE!,N
1778,Male,No,2,Not Graduate,No,897000,200000,600000,3,1,Semi-Rural,Y
1779,Male,Yes,2,Not Graduate,No,635000,400000,200000,7,1,Urban,Y
1780,Female,No,3,Graduate,No,498000,200000,500000,6,1,#VALUE!,Y
1781,Male,No,1,Not Graduate,No,899000,200000,200000,2,1,Rural,Y
1782,Male,No,3,Not Graduate,No,682000,500000,300000,6,1,#VALUE!,Y
1783,Male,Yes,3,Graduate,No,780000,100000,600000,6,1,Semi-Rural,Y
1784,Female,Yes,1,Not Graduate,No,823000,200000,1000000,8,1,Rural,Y
1785,Female,No,0,Not Graduate,No,921000,100000,300000,8,1,Urban,Y
1786,Male,Yes,0,Not Graduate,No,530000,100000,1000000,10,1,Urban,Y
1787,Male,Yes,1,Graduate,No,539000,300000,900000,2,1,Urban,N
1788,Female,Yes,1,Graduate,No,965000,300000,1000000,9,1,Urban,Y
1789,Male,No,2,Not Graduate,No,989000,300000,600000,10,1,Urban,Y
1790,Female,No,0,Not Graduate,No,443000,300000,900000,8,1,Rural,Y
1791,Female,No,2,Graduate,No,455000,400000,400000,2,1,Urban,N
1792,Male,Yes,2,Not Graduate,No,618000,200000,400000,7,1,Semi-Rural,Y
1793,Female,No,1,Graduate,No,313000,200000,300000,6,1,Urban,Y
1794,Male,No,0,Not Graduate,No,375000,300000,200000,9,0,Semi-Rural,Y
1795,Female,No,2,Not Graduate,No,805000,200000,600000,10,1,Urban,Y
1796,Male,No,3,Graduate,No,522000,400000,700000,5,1,Rural,Y
1797,Male,No,3,Graduate,No,989000,200000,100000,7,1,#VALUE!,Y
1798,Female,No,0,Graduate,No,703000,200000,400000,2,1,Semi-Rural,Y
1799,Female,No,1,Graduate,No,551000,100000,500000,3,1,Urban,Y
1800,Female,No,3,Not Graduate,No,670000,300000,400000,4,1,Rural,Y
1801,Male,Yes,3,Graduate,No,597000,100000,100000,6,0,Rural,Y
1802,Female,No,2,Graduate,No,716000,400000,500000,9,1,Urban,Y
1803,Male,No,3,Graduate,No,863000,400000,500000,10,1,Semi-Rural,Y
1804,Female,No,3,Not Graduate,No,440000,300000,600000,10,1,Rural,Y
1805,Male,No,3,Graduate,No,853000,100000,700000,5,1,Rural,Y
1806,Male,Yes,1,Graduate,No,948000,200000,700000,10,1,Urban,Y
1807,Female,Yes,3,Graduate,Yes,355000,200000,400000,10,1,Semi-Rural,Y
1808,Female,No,3,Not Graduate,No,329000,200000,100000,6,1,Rural,Y
1809,Female,Yes,1,Not Graduate,No,767000,200000,100000,2,1,Semi-Rural,Y
1810,Female,Yes,0,Graduate,No,562000,400000,600000,4,1,Rural,Y
1811,Male,Yes,1,Not Graduate,No,484000,0,500000,3,1,Urban,Y
1812,Female,Yes,0,Not Graduate,No,790000,400000,200000,3,1,Semi-Rural,Y
1813,Female,No,3,Graduate,No,619000,100000,1000000,9,1,Rural,Y
1814,Male,No,1,Graduate,No,393000,300000,400000,7,1,Rural,Y
1815,Female,No,0,Graduate,No,371000,400000,400000,10,1,Rural,Y
1816,Female,Yes,3,Graduate,Yes,287000,300000,400000,10,0,Urban,Y
1817,Female,No,1,Not Graduate,No,715000,400000,900000,8,1,Rural,Y
1818,Male,Yes,0,Not Graduate,Yes,785000,400000,400000,6,1,#VALUE!,Y
1819,Male,No,0,Not Graduate,Yes,651000,300000,200000,4,1,Rural,Y
1820,Male,Yes,2,Not Graduate,No,500000,0,400000,9,1,Rural,Y
1821,Female,No,2,Not Graduate,No,344000,0,100000,5,1,Semi-Rural,Y
1822,Female,Yes,3,Graduate,No,946000,400000,600000,3,1,Urban,Y
1823,Male,No,2,Graduate,Yes,384000,500000,300000,9,1,Rural,Y
1824,Female,No,0,Not Graduate,No,725000,0,600000,7,1,#VALUE!,Y
1825,Male,No,1,Not Graduate,No,483000,400000,400000,7,1,Rural,Y
1826,Female,No,2,Not Graduate,No,855000,400000,400000,7,1,Urban,Y
1827,Female,No,2,Not Graduate,No,393000,200000,1000000,8,1,Semi-Rural,Y
1828,Male,No,1,Graduate,No,636000,0,400000,4,1,Urban,Y
1829,Male,Yes,1,Not Graduate,No,500000,100000,100000,4,1,Rural,Y
1830,Female,Yes,3,Graduate,No,290000,200000,600000,4,1,Urban,N
1831,Female,Yes,3,Graduate,No,902000,100000,400000,4,1,#VALUE!,Y
1832,Male,No,3,Graduate,No,319000,500000,700000,2,1,Urban,N
1833,Female,No,2,Not Graduate,No,431000,200000,700000,10,1,Rural,Y
1834,Female,Yes,3,Not Graduate,No,381000,200000,200000,9,1,Rural,Y
1835,Female,No,2,Not Graduate,No,584000,100000,800000,9,1,Rural,Y
1836,Male,No,0,Graduate,No,729000,200000,1000000,6,1,Rural,Y
1837,Female,No,3,Not Graduate,No,778000,400000,900000,2,1,Rural,N
1838,Female,Yes,1,Graduate,No,981000,300000,900000,4,1,Semi-Rural,Y
1839,Male,No,1,Not Graduate,No,637000,0,300000,2,1,#VALUE!,Y
1840,Male,No,1,Not Graduate,Yes,542000,300000,800000,4,1,Rural,Y
1841,Male,No,3,Graduate,No,655000,400000,800000,6,1,Urban,Y
1842,Female,No,1,Not Graduate,No,319000,300000,800000,7,1,#VALUE!,Y
1843,Female,Yes,3,Not Graduate,No,917000,300000,400000,4,1,Rural,Y
1844,Male,No,2,Graduate,No,504000,100000,100000,9,1,Rural,Y
1845,Male,Yes,2,Graduate,No,266000,400000,400000,3,1,Rural,N
1846,Female,Yes,3,Not Graduate,No,758000,300000,700000,3,1,Semi-Rural,Y
1847,Female,Yes,2,Graduate,No,843000,0,300000,2,1,Semi-Rural,Y
1848,Female,No,2,Graduate,Yes,272000,200000,1000000,8,1,Rural,N
1849,Female,Yes,0,Not Graduate,No,388000,200000,700000,8,1,Urban,Y
1850,Male,Yes,3,Graduate,No,264000,100000,200000,9,1,Rural,Y
1851,Male,Yes,0,Graduate,No,421000,400000,700000,7,1,Semi-Rural,Y
1852,Male,Yes,2,Not Graduate,No,402000,100000,400000,7,1,Semi-Rural,Y
1853,Female,No,1,Not Graduate,No,312000,0,800000,9,1,Rural,Y
1854,Female,No,2,Graduate,No,510000,400000,200000,10,1,Urban,Y
1855,Male,Yes,3,Not Graduate,No,845000,200000,200000,7,1,Urban,Y
1856,Female,No,3,Not Graduate,No,784000,0,400000,10,1,Urban,Y
1857,Female,Yes,1,Not Graduate,No,466000,200000,300000,4,1,Rural,Y
1858,Female,Yes,3,Not Graduate,No,913000,500000,100000,10,1,Semi-Rural,Y
1859,Female,Yes,1,Not Graduate,No,618000,0,200000,9,1,Rural,Y
1860,Female,Yes,1,Graduate,No,850000,300000,500000,2,1,Semi-Rural,Y
1861,Female,Yes,2,Not Graduate,No,898000,300000,200000,3,1,Rural,Y
1862,Female,No,3,Not Graduate,No,956000,100000,100000,8,1,Urban,Y
1863,Female,No,2,Not Graduate,No,292000,100000,900000,6,1,Semi-Rural,N
1864,Male,No,3,Graduate,No,487000,300000,500000,8,1,Urban,Y
1865,Female,Yes,1,Not Graduate,No,559000,500000,800000,3,1,Urban,N
1866,Male,Yes,3,Graduate,No,955000,300000,700000,6,1,Urban,Y
1867,Female,Yes,1,Graduate,No,276000,200000,600000,7,1,Rural,Y
1868,Female,Yes,3,Not Graduate,No,967000,300000,700000,8,1,Semi-Rural,Y
1869,Male,Yes,2,Graduate,No,705000,0,500000,7,1,Semi-Rural,Y
1870,Female,No,1,Graduate,No,964000,200000,300000,3,1,Rural,Y
1871,Male,Yes,0,Graduate,No,614000,100000,400000,4,1,Semi-Rural,Y
1872,Male,No,1,Not Graduate,No,295000,200000,200000,6,1,Semi-Rural,Y
1873,Male,No,2,Not Graduate,No,844000,500000,600000,3,1,Urban,Y
1874,Female,No,1,Not Graduate,No,504000,300000,600000,3,1,Urban,Y
1875,Male,No,1,Graduate,No,836000,200000,1000000,4,1,Rural,Y
1876,Female,No,3,Not Graduate,No,517000,300000,200000,9,1,Semi-Rural,Y
1877,Female,Yes,0,Graduate,No,458000,100000,800000,6,1,Rural,Y
1878,Female,No,0,Not Graduate,Yes,281000,300000,1000000,7,1,Urban,N
1879,Female,Yes,2,Not Graduate,No,619000,400000,100000,4,1,Rural,Y
1880,Female,No,2,Not Graduate,No,329000,300000,300000,2,0,Rural,N
1881,Female,No,1,Graduate,No,706000,300000,100000,5,0,Urban,Y
1882,Male,Yes,1,Not Graduate,No,454000,400000,300000,8,1,Semi-Rural,Y
1883,Male,Yes,2,Graduate,No,838000,200000,200000,9,1,Rural,Y
1884,Male,No,1,Not Graduate,No,657000,0,700000,7,0,Rural,Y
1885,Male,Yes,2,Graduate,No,367000,100000,100000,9,1,Rural,Y
1886,Male,Yes,1,Not Graduate,No,948000,100000,500000,2,1,Semi-Rural,Y
1887,Male,No,0,Not Graduate,No,502000,500000,1000000,3,1,Rural,N
1888,Male,Yes,2,Graduate,No,789000,200000,600000,6,1,#VALUE!,Y
1889,Male,Yes,0,Graduate,No,316000,400000,300000,10,1,Urban,Y
1890,Female,Yes,0,Graduate,No,973000,200000,900000,7,1,Urban,Y
1891,Female,No,3,Not Graduate,Yes,327000,300000,100000,6,1,Urban,Y
1892,Male,Yes,3,Not Graduate,No,977000,400000,500000,4,1,Rural,Y
1893,Male,Yes,2,Graduate,No,375000,400000,500000,10,1,Semi-Rural,Y
1894,Male,Yes,1,Not Graduate,No,915000,200000,700000,6,1,Urban,Y
1895,Male,Yes,2,Graduate,No,706000,500000,1000000,10,1,Rural,Y
1896,Male,No,0,Graduate,No,354000,200000,600000,8,1,#VALUE!,Y
1897,Female,No,1,Not Graduate,No,689000,200000,100000,10,1,#VALUE!,Y
1898,Male,No,0,Graduate,No,369000,300000,800000,7,1,Semi-Rural,Y
1899,Female,Yes,0,Not Graduate,No,955000,100000,400000,4,1,Rural,Y
1900,Male,No,3,Graduate,No,640000,100000,500000,8,1,Rural,Y
1901,Female,No,2,Not Graduate,Yes,640000,400000,300000,7,1,Urban,Y
1902,Female,Yes,2,Not Graduate,No,515000,100000,100000,4,1,Rural,Y
1903,Male,Yes,2,Graduate,Yes,523000,300000,500000,9,1,Semi-Rural,Y
1904,Male,Yes,3,Not Graduate,No,887000,400000,600000,9,1,Urban,Y
1905,Male,Yes,3,Graduate,No,864000,400000,300000,8,1,Rural,Y
1906,Male,No,3,Not Graduate,No,799000,400000,200000,3,1,Urban,Y
1907,Female,No,0,Not Graduate,No,461000,200000,400000,2,1,Semi-Rural,N
1908,Male,No,1,Not Graduate,No,483000,100000,900000,3,1,Semi-Rural,N
1909,Male,No,1,Graduate,No,611000,200000,700000,6,1,Semi-Rural,Y
1910,Female,Yes,2,Graduate,Yes,491000,300000,900000,8,1,Rural,Y
1911,Female,No,3,Not Graduate,No,635000,500000,500000,6,1,Rural,Y
1912,Male,No,2,Not Graduate,No,315000,400000,700000,3,1,Urban,N
1913,Female,Yes,0,Graduate,No,773000,400000,300000,2,1,Rural,Y
1914,Female,Yes,3,Graduate,No,263000,100000,600000,10,1,Urban,Y
1915,Male,No,2,Not Graduate,No,580000,0,100000,8,1,Urban,Y
1916,Male,No,0,Graduate,No,649000,100000,400000,3,1,#VALUE!,Y
1917,Female,Yes,1,Graduate,No,669000,300000,500000,4,0,Semi-Rural,Y
1918,Female,Yes,2,Graduate,No,940000,300000,700000,2,1,Semi-Rural,Y
1919,Male,Yes,1,Not Graduate,No,754000,100000,300000,7,1,Semi-Rural,Y
1920,Male,Yes,1,Graduate,No,786000,300000,800000,2,1,Urban,N
1921,Male,No,2,Not Graduate,No,667000,200000,200000,8,1,Urban,Y
1922,Male,Yes,3,Graduate,No,643000,300000,300000,5,1,Urban,Y
1923,Female,No,2,Graduate,No,273000,200000,100000,2,1,Rural,Y
1924,Male,No,3,Graduate,No,916000,400000,500000,7,1,Urban,Y
1925,Male,Yes,1,Not Graduate,No,867000,200000,400000,4,1,Semi-Rural,Y
1926,Male,Yes,2,Not Graduate,Yes,980000,300000,200000,10,1,Rural,Y
1927,Male,No,1,Graduate,No,595000,200000,600000,9,1,Rural,Y
1928,Female,Yes,2,Graduate,No,457000,400000,800000,6,1,#VALUE!,Y
1929,Female,No,2,Not Graduate,No,971000,200000,300000,6,1,Rural,Y
1930,Male,No,0,Not Graduate,No,476000,500000,400000,4,1,Urban,Y
1931,Female,No,3,Graduate,No,744000,0,600000,4,1,Semi-Rural,Y
1932,Male,No,2,Graduate,No,440000,500000,300000,10,1,Urban,Y
1933,Female,Yes,1,Not Graduate,No,799000,200000,300000,3,1,Rural,Y
1934,Male,Yes,0,Not Graduate,No,622000,300000,900000,5,1,Urban,Y
1935,Male,No,3,Not Graduate,Yes,359000,0,700000,7,1,Urban,Y
1936,Male,No,2,Not Graduate,No,664000,400000,200000,4,0,Rural,Y
1937,Male,Yes,1,Not Graduate,No,709000,100000,900000,7,1,Semi-Rural,Y
1938,Female,No,0,Graduate,No,408000,400000,100000,7,1,Urban,Y
1939,Male,Yes,2,Not Graduate,No,572000,100000,700000,8,1,Semi-Rural,Y
1940,Female,No,1,Not Graduate,No,702000,100000,200000,6,0,Urban,Y
1941,Female,Yes,0,Not Graduate,No,730000,400000,1000000,2,1,Urban,N
1942,Female,Yes,2,Not Graduate,No,261000,200000,600000,8,0,Rural,Y
1943,Male,No,0,Graduate,No,599000,400000,400000,6,1,Semi-Rural,Y
1944,Male,Yes,0,Not Graduate,Yes,530000,500000,400000,5,1,Rural,Y
1945,Female,No,0,Graduate,No,589000,500000,300000,3,1,Urban,Y
1946,Female,Yes,3,Graduate,Yes,305000,300000,400000,9,1,Urban,Y
1947,Male,Yes,2,Not Graduate,No,912000,400000,1000000,5,1,Rural,Y
1948,Male,Yes,2,Not Graduate,No,459000,500000,700000,3,1,Urban,N
1949,Female,No,3,Not Graduate,No,485000,100000,100000,8,1,Semi-Rural,Y
1950,Male,Yes,1,Graduate,No,709000,400000,600000,4,1,Semi-Rural,Y
1951,Male,No,1,Graduate,No,721000,100000,700000,2,1,Urban,N
1952,Female,No,3,Not Graduate,No,306000,500000,200000,9,1,Semi-Rural,Y
1953,Male,Yes,2,Graduate,No,591000,0,300000,9,1,Rural,Y
1954,Female,No,0,Graduate,No,747000,200000,200000,4,1,Urban,Y
1955,Female,No,2,Not Graduate,No,809000,300000,200000,9,1,Rural,Y
1956,Male,No,1,Graduate,No,770000,500000,1000000,4,1,Urban,Y
1957,Male,No,0,Graduate,No,309000,300000,200000,2,1,Urban,Y
1958,Female,Yes,0,Not Graduate,No,707000,100000,100000,5,1,Semi-Rural,Y
1959,Female,No,3,Graduate,No,484000,300000,300000,3,1,#VALUE!,Y
1960,Female,No,1,Graduate,No,506000,500000,300000,9,1,Semi-Rural,Y
1961,Male,Yes,0,Not Graduate,No,817000,200000,200000,7,1,Semi-Rural,Y
1962,Female,No,1,Graduate,Yes,395000,200000,100000,6,1,Semi-Rural,Y
1963,Male,Yes,1,Graduate,No,670000,200000,700000,3,1,Urban,Y
1964,Female,No,3,Not Graduate,No,552000,500000,500000,8,1,Rural,Y
1965,Female,No,1,Graduate,No,971000,300000,400000,7,1,Urban,Y
1966,Female,No,2,Graduate,No,367000,300000,500000,9,1,Rural,Y
1967,Male,No,3,Graduate,No,588000,500000,800000,10,1,Urban,Y
1968,Female,Yes,3,Graduate,No,964000,300000,500000,3,1,Rural,Y
1969,Male,No,0,Graduate,No,671000,400000,100000,9,1,Urban,Y
1970,Female,Yes,3,Not Graduate,No,813000,0,1000000,3,1,Urban,N
1971,Male,Yes,1,Not Graduate,Yes,813000,300000,500000,7,1,Rural,Y
1972,Male,No,0,Graduate,Yes,553000,100000,600000,4,1,Urban,Y
1973,Female,Yes,1,Graduate,No,761000,100000,300000,10,0,Rural,Y
1974,Female,No,2,Not Graduate,Yes,615000,400000,800000,8,1,Rural,Y
1975,Male,Yes,2,Not Graduate,No,690000,400000,400000,2,0,Rural,Y
1976,Female,No,1,Not Graduate,No,338000,400000,800000,10,1,Semi-Rural,Y
1977,Male,No,2,Graduate,No,868000,400000,400000,5,1,Urban,Y
1978,Female,Yes,1,Not Graduate,No,725000,300000,600000,7,1,Urban,Y
1979,Female,Yes,3,Not Graduate,No,868000,100000,1000000,5,1,Rural,Y
1980,Male,Yes,3,Not Graduate,No,337000,100000,800000,2,1,Urban,N
1981,Female,No,1,Graduate,No,860000,100000,100000,10,1,Urban,Y
1982,Female,No,2,Not Graduate,No,760000,0,700000,2,0,Rural,N
1983,Female,Yes,0,Graduate,Yes,424000,100000,800000,7,0,Semi-Rural,Y
1984,Female,No,2,Graduate,No,886000,100000,1000000,10,1,Rural,Y
1985,Male,Yes,1,Not Graduate,Yes,656000,0,1000000,3,0,Urban,N
1986,Male,Yes,0,Not Graduate,No,659000,500000,700000,4,1,Rural,Y
1987,Male,Yes,1,Not Graduate,No,460000,500000,900000,7,1,Rural,Y
1988,Male,No,0,Graduate,No,366000,400000,900000,7,1,Rural,Y
1989,Male,No,1,Not Graduate,No,325000,0,900000,3,1,Rural,N
1990,Female,No,3,Graduate,No,638000,400000,300000,8,1,Rural,Y
1991,Male,Yes,0,Graduate,No,953000,300000,700000,7,1,Urban,Y
1992,Male,No,3,Not Graduate,No,327000,0,600000,2,1,Urban,N
1993,Male,Yes,1,Not Graduate,Yes,560000,100000,600000,5,0,Rural,Y
1994,Female,No,2,Not Graduate,No,623000,500000,800000,9,1,Rural,Y
1995,Male,No,1,Not Graduate,No,998000,100000,500000,2,1,Rural,Y
1996,Male,No,3,Graduate,No,269000,100000,800000,3,1,Urban,N
1997,Male,Yes,3,Not Graduate,No,606000,100000,800000,7,1,Rural,Y
1998,Male,No,1,Graduate,No,692000,200000,200000,7,1,Rural,Y
1999,Female,No,2,Graduate,No,595000,300000,400000,4,1,Urban,Y
2000,Male,Yes,3,Graduate,Yes,689000,100000,200000,4,0,Semi-Rural,Y
